word,pinyin,translation,word_type
治疗,zhìliáo,to treat; to cure; medical treatment,Verb
秩序,zhìxù,order; sequence,Noun
智慧,zhìhuì,wisdom; knowledge,Noun
中介,zhōngjiè,agent; act as an intermediary,Noun
中心,zhōngxīn,center; heart; core,Noun
中旬,zhōngxún,middle third of a month,Noun
种类,zhǒnglèi,kind; category; class,Noun
重大,zhòngdà,great; important; major,Adjective
重量,zhòngliàng,weight,Noun
周到,zhōudào,thoughtful; considerate; thorough,Adjective
猪,zhū,pig,Noun
竹子,zhúzi,bamboo,Noun
逐步,zhúbù,step by step; gradually,Adverb
逐渐,zhújiàn,gradually; by degrees,Adverb
主持,zhǔchí,preside over; manage; to direct,Verb
主动,zhǔdòng,to take initiative; voluntary,Adjective
主观,zhǔguān,subjective,Adjective
主人,zhǔrén,master; host; owner,Noun
主任,zhǔrèn,director; head; chief,Noun
主题,zhǔtí,theme; subject; topic,Noun
主席,zhǔxí,chairperson; president,Noun
主张,zhǔzhāng,to advocate; viewpoint; position,Verb
煮,zhǔ,to boil; to cook,Verb
注册,zhùcè,register; registration; enroll,Verb
祝福,zhùfú,blessings; wish well,Verb
抓,zhuā,to carry in your hand holding strongly; catch; arrest,Verb
抓紧,zhuā jǐn,to grasp firmly; to pay close or special attention to; to rush in; to make the most of,Verb
专家,zhuānjiā,expert; specialist,Noun
专心,zhuānxīn,be absorbed; concentrate; attentive,Verb
转变,zhuǎnbiàn,to change; to transform,Verb
转告,zhuǎngào,pass on; to communicate; to transmit,Verb
装,zhuāng,to load; dress up; pretend; clothing; to install,Verb
装饰,zhuāngshì,decorate,Verb
装修,zhuāngxiū,renovate; to fit up,Verb
状况,zhuàngkuàng,condition; state; situation,Noun
状态,zhuàngtài,state of affairs; condition; state,Noun
撞,zhuàng,to hit; collide; run into,Verb
追,zhuī,pursue; chase,Verb
追求,zhuīqiú,pursue; seek,Verb
咨询,zīxún,request information; consultant; advisory,Verb
姿势,zīshì,posture; position; pose,Noun
资格,zīgé,qualifications; seniority,Noun
资金,zījīn,funds; funding,Noun
资料,zīliào,data; material; resources; information,Noun
资源,zīyuán,natural resource; resource,Noun
紫,zǐ,purple,Adjective
自从,zìcóng,since; ever since,Preposition
自动,zìdòng,automatic,Adjective
自豪,zìháo,(feel a sense of) pride,Adjective
自觉,zìjué,conscious; be aware of; self-motivated,Adjective
自私,zìsī,selfish,Adjective
自由,zìyóu,freedom; free; liberty,Adjective
自愿,zìyuàn,voluntary,Adjective
字母,zìmǔ,letter (of the alphabet),Noun
字幕,zìmù,subtitles; captions,Noun
综合,zōnghé,synthesized; composite; summarize,Adjective
总裁,zǒngcái,director-general; president,Noun
总共,zǒnggòng,altogether; in sum; in all; in total,Adverb
总理,zǒnglǐ,premier; prime minister,Noun
总算,zǒngsuàn,at long last; finally; on the whole,Adverb
总统,zǒngtǒng,president (of a country),Noun
总之,zǒngzhī,in a word; in short; in brief / anyway; anyhow,Conjunction
阻止,zǔzhǐ,prevent; to block,Verb
组,zǔ,compose; team up; group,Noun
组成,zǔchéng,to form; part; element; constitute,Verb
组合,zǔhé,assemble; combination,Verb
组织,zǔzhī,organize; organization,Verb
最初,zuìchū,first; primary; initial,Adjective
醉,zuì,intoxicated; become drunk,Adjective
尊敬,zūnjìng,respect; revere,Verb
遵守,zūnshǒu,observe; abide by; comply with; keep (commandments); to respect (an agreement),Verb
作品,zuòpǐn,works (of literature and art),Noun
作为,zuòwéi,regard as; act as; action; deed,Preposition
作文,zuò wén,write an essay; essay,Noun
挨,āi,get close to; in sequence,Verb
癌症,áizhèng,cancer,Noun
爱不释手,àibúshìshǒu,love something too much to part with it,Verb
爱戴,àidài,love and respect,Verb
暧昧,àimèi,ambiguous; shady,Adjective
安宁,ānníng,peaceful; calm; tranquil; composed,Adjective
安详,ānxiáng,serene; composed,Adjective
安置,ānzhì,find a place for; help settle down; arrange for,Verb
按摩,ànmó,massage,Verb
案件,ànjiàn,legal case; judicial case,Noun
案例,ànlì,(Law) case,Noun
暗示,ànshì,drop a hint; suggest,Verb
昂贵,ángguì,expensive; costly,Adjective
凹凸,āotū,(of a surface) uneven; bumpy,Adjective
熬,áo,endure; to boil,Verb
奥秘,àomì,mystery; enigma; profound; deep,Noun
巴不得,bābùdé,eagerly look forward to; earnestly wish; be only too anxious to,Verb
巴结,bājie,to fawn on; curry favor with,Verb
扒,bā,dig up; pull down; take off,Verb
疤,bā,scar,Noun
拔苗助长,bámiáozhùzhǎng,(literally) help shoots grow by pulling them out; spoil things by excessive enthusiasm,Verb
把关,bǎ guān,guard a pass; check on,Verb
把手,bǎshou,knob; handle; grip,Noun
罢工,bà gōng,to strike; go on strike,Verb
霸道,bàdào,"overbearing; despotic hegemony; rule by force; (of liquor, medicine, etc.) strong",Adjective
掰,bāi,break with both hands,Verb
摆脱,bǎituō,break away; free oneself from; cast off,Verb
败坏,bàihuài,ruin; corrupt; undermine,Verb
拜访,bàifǎng,pay a visit; call on,Verb
拜年,bài nián,congratulate the New Year; wish sb. a Happy New Year,Verb
拜托,bàituō,ask a favor; request; please!,Verb
颁布,bānbù,promulgate; to issue; publish (e.g a decree),Verb
颁发,bānfā,issue; promulgate; award,Verb
斑,bān,variety; speckled; spot; colored patch; stripe,Noun
版本,bǎnběn,edition,Noun
半途而废,bàn tú ér fèi,give up halfway; leave sth. unfinished,Verb
扮演,bànyǎn,play the part of; act,Verb
伴侣,bànlǚ,companion; partner; mate,Noun
伴随,bànsuí,accompany; go with; follow,Verb
绑架,bǎngjià,kidnap; staking,Verb
榜样,bǎngyàng,example; model,Noun
磅,bàng,pound; weigh; scale,Noun
包庇,bāobì,to shield; to harbor; cover up,Verb
包袱,bāofu,bundle wrapped in cloth; cloth-wrapper,Noun
包围,bāowéi,surround; encircle; hem in,Verb
包装,bāozhuāng,to pack; package; make up,Verb
饱和,bǎohé,saturation,Adjective
饱经沧桑,bǎojīngcāngsāng,experienced many changes,Adjective
保管,bǎoguǎn,assure; take care of; surely,Verb
保密,bǎo mì,keep secret/confidential,Verb
保姆,bǎomǔ,nanny; housekeeper,Noun
保守,bǎoshǒu,"conservative (ideas, estimates, politically, etc.); to guard; to keep",Adjective
保卫,bǎowèi,defend; to safeguard,Verb
保养,bǎoyǎng,take good care of (or conserve) one's health; keep in good repair,Verb
保障,bǎozhàng,ensure; to guarantee; protect,Verb
保重,bǎozhòng,take care (of oneself),Verb
报仇,bàochóu,retaliate; to revenge; avenge,Verb
报酬,bàochou,reward; remuneration,Noun
报答,bàodá,repay; requite,Verb
报复,bàofu,retaliate; revenge,Verb
报警,bàojǐng,report (an incident) to the police,Verb
报销,bàoxiāo,submit an expense account; apply for reimbursement; write off,Verb
抱负,bàofù,aspiration; ambition,Noun
暴力,bàolì,violence; (use) force,Noun
暴露,bàolù,expose; reveal; lay bare,Verb
曝光,bàoguāng,to expose; to make public,Verb
爆发,bàofā,break out; erupt; explode,Verb
爆炸,bàozhà,explode; explosion; blow up,Verb
卑鄙,bēibǐ,base; mean; despicable; contemptible; unprincipled,Adjective
悲哀,bēi'āi,grieved; sorrowful; sad,Adjective
悲惨,bēicǎn,miserable; tragic,Adjective
北极,běijí,the North Pole,Noun
贝壳,bèiké,shell; conch; cowry,Noun
备份,bèifèn,to back up; a backup,Verb
备忘录,bèiwànglù,memorandum; aide-memoire; diplomacy memorandum; memorandum book,Noun
背叛,bèipàn,betray; forsake,Verb
背诵,bèisòng,recite,Verb
被动,bèidòng,passive,Adjective
被告,bèigào,defendant,Noun
奔波,bēnbō,rush about; be busy running about,Verb
奔驰,bēnchí,run quickly; speed; Mercedes-Benz (German vehicle manufacturer),Verb
本能,běnnéng,instinct,Noun
本钱,běnqián,capital (financial),Noun
本人,běnrén,I; me; myself; oneself; in person,Pronoun
本身,běnshēn,itself; in itself; per se,Pronoun
本事,běnshi,ability; skill; capability; (-shì: this matter; literary source),Noun
笨拙,bènzhuō,clumsy; awkward; stupid,Adjective
崩溃,bēngkuì,collapse; crumble; fall apart,Verb
甭,béng,need not; (contraction of 不 and 用),Verb
迸发,bèngfā,burst forth; burst out,Verb
蹦,bèng,jump; bounce; hop,Verb
逼迫,bīpò,to force; compel; coerce,Verb
鼻涕,bítì,nasal mucus; snivel,Noun
比方,bǐfang,instance; analogy; example,Verb
比喻,bǐyù,metaphor; analogy; figure of speech,Noun
比重,bǐzhòng,proportion; specific gravity,Noun
鄙视,bǐshì,despise; disdain; look down upon,Verb
闭塞,bìsè,stop up; shelter from; hard to get to; unenlightened,Verb
弊病,bìbìng,malady; evil; malpractice; drawback,Noun
弊端,bìduān,malpractice; abuse; corrupt practice,Noun
边疆,biānjiāng,border area; borderland; frontier; frontier region,Noun
边界,biānjiè,boundary; border,Noun
边境,biānjìng,frontier,Noun
边缘,biānyuán,edge; fringe; verge; brink,Noun
编织,biānzhī,to weave; to knit; to plait; to braid; to crochet,Verb
鞭策,biāncè,spur on; urge on,Verb
贬低,biǎndī,to belittle; depreciate; disparage,Verb
贬义,biǎnyì,negative connotation; derogatory sense,Adjective
扁,biǎn,flat,Adjective
变故,biàngù,unforeseen event; accident,Noun
变迁,biànqiān,changes; vicissitude,Verb
变质,biàn zhì,go bad; deteriorate; metamorphism,Verb
便利,biànlì,convenient; easy; facilitate,Adjective
便条,biàntiáo,informal note,Noun
便于,biànyú,be easy; be convenient for,Preposition
遍布,biànbù,to cover the whole (area); found everywhere; spread all over,Verb
辨认,biànrèn,distinguish; identify; recognize,Verb
辩护,biànhù,speak in defense of; argue in favor of; defend,Verb
辩解,biànjiě,"explain; justify; defend (a point of view, etc.)",Verb
辩证,biànzhèng,investigate; dialectical,Adjective
辫子,biànzi,plait; braid; pigtail,Noun
标本,biāoběn,specimen; sample; the root cause and symptoms of a disease,Noun
标记,biāojì,sign; mark; symbol,Noun
标题,biāotí,title; header; headline; caption,Noun
表决,biǎojué,decide by vote; vote,Verb
表态,biǎotài,make known one's position; declare where one stands,Verb
表彰,biǎozhāng,cite (in dispatches); commend,Verb
憋,biē,hold in (urine); hold (breath); choke,Verb
别墅,biéshù,villa,Noun
别致,biézhì,unique; unconventional; fancy,Adjective
别扭,bièniu,awkward; unnatural,Adjective
濒临,bīnlín,on the verge of,Verb
冰雹,bīngbáo,hail,Noun
丙,bǐng,bright; fire (3rd Heavenly Stem),Pronoun
并非,bìngfēi,really isn't,Adverb
并列,bìngliè,stand side by side; be juxtaposed,Verb
拨,bō,to dial; move with a hand/foot; stir; poke; allocate (money),Verb
波浪,bōlàng,wave,Noun
波涛,bōtāo,great waves; billows,Noun
剥削,bōxuē,to exploit,Verb
播种,bōzhǒng,sow seeds; sowing; seed,Verb
伯母,bómǔ,aunt; wife of father's older brother,Noun
博大精深,bódàjīngshēn,broad and profound,Adjective
博览会,bólǎnhuì,(international) exhibition,Noun
搏斗,bódòu,fight; struggle; wrestle,Verb
薄弱,bóruò,weak; frail,Adjective
补偿,bǔcháng,compensation; make up,Verb
补救,bǔjiù,remedy; repair,Verb
补贴,bǔtiē,subsidy; allowance,Verb
捕捉,bǔzhuō,catch; to seize,Verb
哺乳,bǔrǔ,breast-feeding; to suckle,Verb
不得已,bùdéyǐ,act against one's will; have no alternative,Verb
不妨,bùfáng,there is no harm in; might as well,Verb
不敢当,bù gǎndāng,(literally) I dare not accept the honor; you flatter me,Verb
不顾,búgù,in spite of; regardless of; to disregard,Verb
不禁,bùjīn,cannot help; can't refrain from,Verb
不堪,bùkān,cannot bear/stand; utterly,Verb
不可思议,bùkěsīyì,unimaginable; inconceivable,Adjective
不愧,búkuì,be worthy of; deserve to be called; prove oneself to be,Verb
不料,búliào,unexpectedly; to one's surprise,Verb
不免,bùmiǎn,unavoidable,Verb
不时,bùshí,frequently; often; at any time,Adverb
不惜,bùxī,to not hesitate; not spare,Verb
不相上下,bù xiāng shàng xià,equally matched; about the same,Adjective
不像话,búxiànghuà,unreasonable; absurd; outrageous,Adjective
不屑一顾,búxièyígù,not worth seeing; disdain as beneath contempt,Verb
不言而喻,bùyán'éryù,it goes without saying; it is self-evident,Verb
不由得,bùyóude,can't help; cannot but,Verb
不择手段,bùzéshǒuduàn,by fair means or foul,Verb
不止,bùzhǐ,incessantly; more than,Verb
布告,bùgào,notice; bulletin,Noun
布局,bùjú,arrangement; composition; layout,Verb
布置,bùzhì,arrange; decorate; decoration,Verb
步伐,bùfá,pace; (measured) step; march,Noun
部署,bùshǔ,dispose; deploy,Verb
部位,bùwèi,position; place,Noun
才干,cáigàn,ability; competence,Noun
财富,cáifù,wealth; riches; fortune,Noun
财务,cáiwù,financial affairs,Noun
财政,cáizhèng,public finances; financial,Noun
裁缝,cáifeng,tailor; dressmaker,Noun
裁判,cáipàn,judge; to referee; judgment,Noun
裁员,cáiyuán,cut staff; lay off employees,Verb
采购,cǎigòu,make purchases for an organization; go shopping,Verb
采集,cǎijí,gather; collect,Verb
采纳,cǎinà,accept; adopt,Verb
彩票,cǎipiào,lottery; lottery ticket,Noun
参谋,cānmóu,advisor; give advice,Noun
参照,cānzhào,consult a reference; refer to (another document),Verb
残疾,cánji,deformity; handicapped; crippled,Noun
残酷,cánkù,cruel,Adjective
残留,cánliú,to remain; be left over; surplus; remnant,Verb
残忍,cánrěn,brutal; bloody; merciless,Adjective
灿烂,cànlàn,to glitter; brilliant; splendid,Adjective
仓促,cāngcù,hurried,Adjective
仓库,cāngkù,depot; storehouse; warehouse,Noun
苍白,cāngbái,pale; wan; pallid,Adjective
舱,cāng,cabin; hold (of a ship or airplane),Noun
操劳,cāoláo,work hard; look after,Verb
操练,cāoliàn,to drill; to practice,Verb
操纵,cāozòng,operate; control; manipulation,Verb
操作,cāozuò,operate; manipulate,Verb
嘈杂,cáozá,noisy; raucous,Adjective
草案,cǎo'àn,"draft (legislation, proposal, etc.)",Noun
草率,cǎoshuài,cursory; careless; negligent; sloppy; not serious,Adjective
侧面,cèmiàn,side; profile; flank; face in profile,Noun
测量,cèliáng,to survey; to measure,Verb
策划,cèhuà,plot; scheme; bring about,Verb
策略,cèlüè,tactics; plot,Noun
层出不穷,céng chū bù qióng,(idiom) emerge more and more; innumerable succession; breeding like flies,Adjective
层次,céngcì,level; rank order; standing; layer,Noun
差别,chābié,difference; disparity,Noun
插座,chāzuò,power socket,Noun
查获,cháhuò,investigate and capture a criminal; discover,Verb
岔,chà,fork in the road; turn off; diverge,Verb
刹那,chànà,an instant (Sanskrit: ksana); split second,Noun
诧异,chàyì,flabbergasted; astonished,Adjective
柴油,cháiyóu,diesel fuel; kerosene,Noun
搀,chān,assist by the arm; mix; support; sustain,Verb
馋,chán,gluttonous; greedy,Adjective
缠绕,chánrào,bind; wind; twirl; twist; intertwine,Verb
产业,chǎnyè,industry; estate; property,Noun
阐述,chǎnshù,expound (a position); elaborate (on a topic),Verb
颤抖,chàndǒu,tremble; to shiver; to shake,Verb
昌盛,chāngshèng,prosperous,Adjective
尝试,chángshì,to try; attempt,Verb
偿还,chánghuán,repay; reimburse,Verb
场合,chǎnghé,occasion; situation,Noun
场面,chǎngmiàn,scene; occasion,Noun
场所,chǎngsuǒ,location; place,Noun
敞开,chǎngkāi,open wide,Verb
畅通,chàngtōng,unimpeded; unclogged; free-flowing; straight path; to expedite,Adjective
畅销,chàngxiāo,best seller; chart-topping; very marketable,Adjective
倡导,chàngdǎo,to advocate; propose,Verb
倡议,chàngyì,suggest; propose,Verb
钞票,chāopiào,paper money; bill,Noun
超越,chāoyuè,surpass; exceed; transcend,Verb
巢穴,cháoxué,lair; nest; den; hideout,Noun
朝代,cháodài,dynasty; reign (of a king),Noun
嘲笑,cháoxiào,jeer; mock; scoff,Verb
潮流,cháoliú,tide; current; trend,Noun
撤退,chètuì,retreat,Verb
撤销,chèxiāo,repeal,Verb
沉淀,chéndiàn,to precipitate (solid sediment out of a solution); to settle,Verb
沉闷,chénmèn,oppressive (of weather); heavy; depressed; not happy,Adjective
沉思,chénsī,ponder; contemplate; meditation,Verb
沉重,chénzhòng,heavy; hard; serious,Adjective
沉着,chénzhuó,calm and collected; not nervous,Adjective
陈旧,chénjiù,old fashioned; outmoded; obsolete,Adjective
陈列,chénliè,to display; to exhibit,Verb
陈述,chénshù,allegation; assertation; to declare; to state,Verb
衬托,chèntuō,to set off; serve as a foil to,Verb
称心如意,chènxīnrúyì,find sth. satisfactory,Adjective
称号,chēnghào,title; term of address,Noun
成本,chéngběn,"cost (manufacturing, production, etc.)",Noun
成交,chéngjiāo,complete a contract; clinch a deal; to seal,Verb
成天,chéngtiān,all day long; all the time,Adverb
成效,chéngxiào,effect; result,Noun
成心,chéngxīn,intentional; deliberate; with prior intent,Verb
成员,chéngyuán,member,Noun
呈现,chéngxiàn,appear; emerge; present (a certain appearance),Verb
